gps value x,gps value y
0.4031766284571123,-0.0907506534784766
0.4030163763118241,-0.08925020186469787
0.40369671716552863,-0.08820106447642535
0.4041153597002306,-0.08695576514030987
0.40476590176825716,-0.08586093810119198
0.4052959109582736,-0.08465173094633506
0.40607072258820154,-0.08362238707941272
0.406835606231922,-0.0825882024626447
0.4076612491683167,-0.08160617001422765
0.40848725638988964,-0.08062558394202604
0.40931340702529806,-0.0796459259163781
0.4101397683930331,-0.07866687807184414
0.4109663579526079,-0.07768822808456635
0.411793162832605,-0.07670983757146145
0.4126201541356865,-0.07573161857323966
0.4134472962317909,-0.07475351685928709
0.4142745525440638,-0.07377550023012933
0.4151018889294731,-0.07279755044259945
0.4159290309322262,-0.07181994748752545
0.4167555180283062,-0.07084320172039328
0.41758099753384964,-0.06986770353685706
0.41840523421751247,-0.06889371112271324
0.41922813343266113,-0.06792135765547794
0.42004975775609826,-0.0669506638267852
0.4208702013953294,-0.0659814648501922
0.42169151165184277,-0.06501504536491771
0.42256162100200717,-0.06409100735336883
0.42346171116712306,-0.06319145950635827
0.4243795700918822,-0.06230342336811932
0.42530585377300567,-0.061416414698151595
0.42623114559070696,-0.06052033211253363
0.4271457916594669,-0.05960577112009274
0.4280471981335832,-0.05866927707568011
0.42892753528432254,-0.05770465350487379
0.4297868163329591,-0.05671186144037106
0.43062225967935097,-0.05568980469410489
0.43143362410279906,-0.054639712781121896
0.4322179791115227,-0.053562048685931146
0.43297750160989645,-0.05246067896136105
0.4336852578867212,-0.05138654568471688
0.43436591511595796,-0.05029561042999547
0.4350179344522732,-0.04918808174932826
0.4356212861715486,-0.048057359608425616
0.43619667520919847,-0.046913333023617956
0.43675262957478495,-0.04575996219413877
0.43729214703521374,-0.04459875183617921
0.4378156573729061,-0.04343018050994285
0.438325869858511,-0.04225547833182139
0.4388229359381316,-0.041074929533306104
0.4393047561505608,-0.0398881078177702
0.4397741004845828,-0.03869615976927319
0.4402334449770178,-0.0375000273467455
0.44067812980890103,-0.03629850088382108
0.44111317973901615,-0.03509354485864713
0.44153615411911146,-0.03388491991981685
0.4419472403111362,-0.03267311827082616
0.4423466606843576,-0.031458550608722345
0.4427346723537081,-0.030241539137604124
0.44311155899740967,-0.029022313382797066
0.44347762857003453,-0.027801012133755992
0.44383551364993973,-0.026578238702245766
0.44418293014452476,-0.025353307541808895
0.44452254662474044,-0.024126650879995104
0.44484976841117174,-0.022897000115193297
0.44516992629528485,-0.021665294397095535
0.4454807294457819,-0.02043076813785937
0.4457848604275965,-0.01919372456317157
0.44608000029523476,-0.01795346483197712
0.4463688180120076,-0.016710338050827746
0.44664896109689056,-0.015463775935646351
0.44692073216334555,-0.014213809497021869
0.44718677639078297,-0.012960953984817027
0.44744939492041136,-0.011705692392188898
0.44770583793884766,-0.010447703678832004
0.44795838851452174,-0.00918757914063382
0.4482019381849539,-0.007924788907630691
0.4484367566565625,-0.006659745922719558
0.4486655093799696,-0.005393243585488659
0.44888812859716676,-0.004125653772089717
0.4491021841217484,-0.0028570307705984045
0.44931034123497093,-0.001588114241788759
0.4495101821177398,-0.00031892461279796856
0.44970201836820517,0.0009501971523241306
0.44988616966459855,0.0022189770167400855
0.4500653500488407,0.0034869492575272665
0.4502371657939227,0.0047543255352395855
0.4504043544673885,0.006020824526698174
0.45056692627083095,0.00728656186072265
0.4507225045155375,0.008551961386952297
0.45087385292857646,0.009816989928966721
0.4510185915104718,0.01108216827402679
0.4511594907212164,0.012347562727288892
0.45129415739272744,0.013613725494442147
0.4514253643040261,0.014880747470414573
0.45155311900131717,0.01614894541327779
0.4516750054617607,0.01741877965635405
0.4517937900114989,0.018690241343131932
0.45190946177351915,0.019963478804669137
0.45201957879634264,0.021238730058318132
0.4521268991118322,0.022515778885808968
0.45223139550350694,0.023794531880106492
0.4523306074171155,0.025074969447868047
0.45242729019102357,0.026356667541938897
0.4525214096852592,0.027639330833683917
0.4526104993014344,0.028922759942911325
0.4526973199358557,0.030206429412582787
0.45278184130171467,0.03148997674910523
0.4528640378246882,0.032773055151913505
0.4529438896136823,0.034055352016272765
0.4530189462910329,0.03533672002598802
0.45309199157691443,0.036616821005633036
0.45316301699398137,0.03789553190331511
0.4532320193354292,0.03917281093252141
0.4532990004555487,0.04044869972559235
0.45336152169350163,0.041723417141249775
0.4534223905672373,0.04299704168997556
0.453481612723972,0.04426983309057209
0.45353919533197723,0.04554210038460545
0.4535926922820751,0.046814269489660956
0.4536449200554315,0.04808659312646314
0.45369588143967976,0.04935942163576445
0.45374557821949996,0.05063308147207381
0.4537940110525313,0.05190785768410455
0.4538411789103203,0.05318397859317289
0.4538870787738413,0.05446160348138999
0.4539292401430495,0.055740880884499217
0.45397048008470187,0.057021728194622576
0.4540132515371896,0.05830399915284287
0.45405225203086197,0.05958767038768145
0.4540902971503034,0.06087243740439416
0.4541273736808534,0.06215801285827649
0.454163468578001,0.06344406773213802
0.45419856998592073,0.06473024895133742
0.45423266754919966,0.06601619829462772
0.45426575268742525,0.0673015715754952
0.4542978188015651,0.0685860570687618
0.4543288613895934,0.06986939219528034
0.4543564141317129,0.07115142101322877
0.4543833003084259,0.07243196431507282
0.4544095158170647,0.07371097672754111
0.4544350585747873,0.07498849580611713
0.4544599286810051,0.07626464004383295
0.45448412788775855,0.07753960252137304
0.45450765909102925,0.07881364053479437
0.4545305258497195,0.08008706176482559
0.45455273194230456,0.08136020773630015
0.4545742809732495,0.08263343546040038
0.45459269931762153,0.08390712934700768
0.45461330147437984,0.08518155164516757
0.4546307708531885,0.08645705853131522
0.45464794546683046,0.08773384847001767
0.454667301337442,0.08901205908746684
0.45468351576262417,0.09029183886115807
0.4546994281323077,0.09157316115559268
0.4547175125619523,0.09285592422520693
0.4547324442326032,0.09414002789788474
0.454747062232414,0.09542521762522105
0.4547638376372411,0.09671118782392096
0.4547774488488822,0.09799766167581794
0.45479073387816804,0.09928426134664078
0.45480368770205304,0.10057062887139691
0.4548163056096963,0.10185641889065718
0.45482858390446157,0.10314131719434234
0.4548429913241928,0.10442503979458503
0.45485422225817584,0.10570742203877768
0.45486511315063755,0.1069883122479243
0.4548756635356976,0.10826766013149287
0.4548858732009377,0.10954549832300223
0.45489574268881605,0.11082194063039302
0.45490277071071894,0.11209719005872437
0.4549123252761072,0.1133714693581762
0.45491903530694017,0.11464511370840738
0.454928272807684,0.11591843362689767
0.4549346639489548,0.11719181437042808
0.45494358525665857,0.11846558217778819
0.4549496588520475,0.11974009690023953
0.4549582651544205,0.12101562549042648
0.45496402210722175,0.12229243198845366
0.4549723128768081,0.12357066195845481
0.45497775216907493,0.12485043320067724
0.4549857243460008,0.12613173380538661
0.45499084260708134,0.1274145155316766
0.4549984908018056,0.12869860653388682
0.4550032827268182,0.12998380753541003
0.45501060016341055,0.13126981843248395
0.45501756597264986,0.13255632711965348
0.4550216750918084,0.13384299128941127
0.45502830436935066,0.13512943526902016
0.4550320761751363,0.13641532943122023
0.4550383633810362,0.13770034089741742
0.45504179301562864,0.13898421549290194
0.4550477351942712,0.14026673020955627
0.45505082060570823,0.14154776349607628
0.45505391650528165,0.1428272520170227
0.45505952237712316,0.14410521730698003
0.4550622708352456,0.14538178058523551
0.4550650289098575,0.1466571192738653
0.4550677954387776,0.14793148333686218
0.45507056920928096,0.1492051750276562
0.4550758549523293,0.15047852771187195
0.45507827991003713,0.151751908675503
0.4550807147433774,0.15302566686946445
0.4550831589708317,0.1543001370275102
0.45508561173865236,0.15557561565920205
0.4550880723940695,0.15685234515327215
0.45509054038410535,0.15813050078620666
0.4550955254792429,0.1594101770096439
0.4550976428857546,0.16069140046077085
0.4550997695652513,0.16197410011552574
0.4551019045080439,0.16325813105232048
0.45510404621440154,0.1645432769195273
0.4551087010586178,0.16582925781067975
0.4551398980045182,0.16711576390930918
0.4551595205612056,0.16840250630741865
0.4551735253773991,0.16968910568001025
0.455184737202203,0.17097522410849997
0.45519318163303896,0.17226054678614913
0.4552013108065822,0.17354483080059663
0.45520636163372313,0.17482784086385736
